,Geneid,_filesTien_Cont1_S25sorted,_filesTien_Cont2_S26sorted,_filesTien_Cont3_S27sorted,_filesTien_Zn1_S28sorted,_filesTien_Zn2_S29sorted,_filesTien_Zn3_S30sorted
165,ENSG00000178642,0,0,0,0,0,0
166,ENSG000001579161,163,2334,3299,2803,2532,1814
167,ENSG00000157911,35,655,878,579,527,450
168,ENSG000001495271,0,29,36,19,19,10
169,ENSG00000224387,0,0,0,0,1,1
170,ENSG00000229393,0,0,0,1,0,0
171,ENSG00000157881,59,1024,1231,1193,1058,655
172,ENSG00000197921,0,0,0,0,0,0
173,ENSG00000272449,10,30,45,37,18,15
174,ENSG00000238164,1,15,6,3,0,1
175,ENSG000001578731,0,8,8,7,20,10
176,ENSG00000225931,0,1,0,0,0,3
177,ENSG00000228037,0,2,3,0,1,2
178,ENSG000001578701,125,1398,1952,1345,1387,887
179,ENSG000001426061,4,70,85,84,55,40
180,ENSG00000237058,0,0,3,2,0,1
181,ENSG00000215912,6,19,20,25,21,15
182,ENSG00000233234,0,0,0,0,0,0
183,ENSG00000231630,0,0,0,0,0,0
184,ENSG00000169717,0,1,2,4,0,0
185,ENSG00000177133,0,0,14,6,9,4
186,ENSG00000256761,0,0,0,0,0,0
187,ENSG000001426111,4,90,99,71,63,38
188,ENSG00000226286,0,0,0,0,0,0
189,ENSG00000272235,0,0,0,0,0,2
190,ENSG000001307621,71,930,1369,1214,984,732
191,ENSG00000272088,0,7,18,13,20,8
192,ENSG000001625911,51,718,928,985,852,647
193,ENSG00000207776,0,0,0,0,0,0
194,ENSG00000238260,1,25,27,21,15,7
195,ENSG000001581091,93,1323,1818,1692,1356,1048
196,ENSG000001162131,62,864,1215,1132,964,665
197,ENSG000000789001,20,158,223,187,184,99
198,ENSG00000227589,0,0,1,0,0,0
199,ENSG00000235131,0,0,0,1,0,0
200,ENSG00000227372,231,3088,4076,3553,2880,2130
201,ENSG00000162592,5,13,22,27,12,10
202,ENSG00000235169,0,12,11,9,18,5
203,ENSG00000130764,379,5440,7256,5683,5091,3370
204,ENSG00000266075,1,5,10,4,6,5
205,ENSG00000272153,11,49,126,67,59,41
206,ENSG00000116198,96,1004,1477,1358,1267,824
207,ENSG000001695981,16,278,351,274,244,200
208,ENSG00000264428,0,0,0,0,0,0
209,ENSG00000198912,135,1360,2011,1751,1546,1130
210,ENSG00000236423,2,5,11,9,9,13
211,ENSG00000233304,0,0,0,0,2,0
212,ENSG00000226374,0,0,0,0,0,0
213,ENSG00000229280,0,0,0,0,0,0
214,ENSG00000235054,0,0,0,0,2,0
215,ENSG00000227169,0,0,0,0,0,0
216,ENSG00000232596,0,0,0,0,0,0
217,ENSG00000196581,39,557,806,451,394,221
218,ENSG00000231510,0,1,1,2,1,0
219,ENSG00000260972,0,0,0,0,0,0
220,ENSG00000264341,0,0,0,0,0,0
221,ENSG00000236948,0,2,0,0,0,2
222,ENSG00000216045,0,0,0,0,0,0
223,ENSG00000264101,0,1,0,0,0,2
224,ENSG000001316971,38,427,616,431,388,301
225,ENSG00000266687,0,0,0,0,0,0
226,ENSG000000694241,23,162,263,177,185,125
227,ENSG00000268332,0,0,0,0,0,0
228,ENSG000001162541,0,13,25,40,30,19
229,ENSG00000116251,678,9389,13303,11758,10411,7495
230,ENSG00000226944,0,1,2,0,1,1
231,ENSG00000158286,2,81,96,65,48,24
232,ENSG000001162371,363,5225,7230,5421,4803,3356
233,ENSG00000225077,14,147,261,135,110,82
234,ENSG00000173673,34,423,585,261,232,132
235,ENSG00000158292,31,421,529,479,451,324
236,ENSG000000970211,111,1429,2035,1785,1703,1192
237,ENSG00000271746,0,0,0,0,0,0
238,ENSG00000069812,0,5,11,33,27,29
239,ENSG000001870171,1,57,81,48,60,43
240,ENSG00000265392,0,0,0,0,0,0
241,ENSG00000231868,0,2,0,1,2,0
242,ENSG00000215788,26,489,554,893,670,585
243,ENSG000001716801,98,1281,1523,1716,1571,1040
244,ENSG000001624081,89,1077,1579,1591,1232,891
245,ENSG00000253022,2,1,0,7,4,3
246,ENSG00000229519,0,6,21,4,15,14
247,ENSG000001736621,0,2,1,0,0,0
248,ENSG00000204859,54,734,862,721,744,405
249,ENSG000001624131,84,1397,1801,1781,1584,1038
250,ENSG00000116273,143,1584,2494,1950,1799,1242
251,ENSG000000419881,36,455,663,604,479,378
252,ENSG000000079231,256,3362,4929,3930,3715,2431
253,ENSG00000228750,0,0,0,0,1,1
254,ENSG00000239166,0,0,0,0,0,0
255,ENSG00000237436,0,11,13,8,22,16
256,ENSG000001717351,176,2276,3048,2588,2455,1667
257,ENSG00000227950,0,0,3,0,0,0
258,ENSG00000237365,0,0,0,0,2,0
259,ENSG00000207056,0,0,0,0,0,0
260,ENSG00000237402,0,0,0,0,2,0
261,ENSG00000237728,0,0,0,0,0,0
262,ENSG00000225126,0,0,0,0,0,0
263,ENSG00000270171,4,12,10,26,14,12
264,ENSG00000270035,0,9,25,12,23,4
265,ENSG00000269978,1,14,14,18,13,12
266,ENSG00000049245,78,1323,1863,1584,1613,1039
267,ENSG00000269925,0,19,15,20,10,15
268,ENSG000000492461,57,856,1165,1032,903,590
269,ENSG00000236266,0,6,9,15,10,3
270,ENSG00000049247,0,0,1,7,4,7
271,ENSG00000049249,0,0,0,2,0,0
272,ENSG00000270330,0,0,0,0,0,0
273,ENSG00000116288,330,4698,6620,5827,5530,3726
274,ENSG00000200344,0,1,2,2,1,0
275,ENSG00000116285,196,2929,4273,4062,3683,2616
276,ENSG00000238290,1,14,38,31,17,21
277,ENSG00000232848,0,0,0,0,2,0
278,ENSG00000229305,0,0,1,0,0,0
279,ENSG00000200975,0,0,0,0,0,0
280,ENSG00000227634,0,0,0,0,0,0
281,ENSG00000233645,0,0,0,0,0,0
282,ENSG00000265414,0,0,0,0,0,0
283,ENSG00000251977,0,0,0,0,0,0
284,ENSG000001624261,3,144,160,118,113,94
285,ENSG00000252254,0,0,0,0,0,0
286,ENSG000001425991,442,5888,8358,6642,5619,3902
287,ENSG00000232912,0,1,5,4,2,2
288,ENSG00000221083,0,5,0,8,0,4
289,ENSG00000270282,0,5,2,6,1,0
290,ENSG00000234619,0,2,2,3,3,2
291,ENSG00000224315,0,3,2,5,0,0
292,ENSG00000222511,0,2,0,0,1,0
293,ENSG00000226545,0,5,2,6,5,5
294,ENSG00000228423,0,4,4,8,1,2
295,ENSG00000229716,0,0,0,0,0,0
296,ENSG00000074800,3639,49409,69150,58669,53259,35114
297,ENSG00000236269,1,15,15,21,21,3
298,ENSG00000230679,1,8,5,4,1,4
299,ENSG00000201725,0,3,1,3,0,0
300,ENSG00000238249,0,1,0,1,2,0
301,ENSG00000232208,0,0,0,0,0,0
302,ENSG00000232663,0,0,0,0,0,0
303,ENSG000001316861,0,0,0,1,0,2
304,ENSG00000265141,0,0,0,0,0,0
305,ENSG00000197241,0,0,9,3,3,2
306,ENSG000001425831,0,10,6,2,9,3
307,ENSG00000252404,0,0,0,0,0,0
308,ENSG000001807581,18,287,356,341,334,228
309,ENSG00000207865,0,17,14,38,41,14
310,ENSG00000228526,0,0,4,9,7,2
311,ENSG00000234546,0,11,10,17,12,10
312,ENSG00000049239,161,1994,2726,2103,1896,1172
313,ENSG00000252841,0,0,0,0,0,0
314,ENSG00000171621,18,269,442,435,365,290
315,ENSG00000252956,0,0,0,0,0,0
316,ENSG00000235263,0,0,0,0,0,0
317,ENSG00000171612,48,890,1317,1139,1001,659
318,ENSG00000231181,0,20,18,36,9,7
319,ENSG00000188807,94,1058,1543,1307,1194,743
320,ENSG000001716081,65,586,834,736,758,441
321,ENSG00000179840,0,0,0,1,0,0
322,ENSG00000233268,0,0,2,0,0,0
323,ENSG00000231789,10,148,227,129,123,83
324,ENSG000001716031,479,5936,8592,6620,5992,3844
325,ENSG00000271264,0,0,0,0,0,0
326,ENSG000001785851,133,1792,2322,1715,1444,1102
327,ENSG00000223989,0,0,0,0,0,0
328,ENSG00000162441,54,692,888,864,731,466
329,ENSG00000228150,0,4,15,4,7,1
330,ENSG00000173614,29,247,280,284,232,143
331,ENSG00000202415,0,4,5,5,3,0
332,ENSG00000265521,4,1,0,1,0,2
333,ENSG00000241326,0,0,0,0,0,0
334,ENSG000001624441,1,43,56,79,49,58
335,ENSG00000225786,0,0,0,0,0,1
336,ENSG000001309391,452,6327,8867,6158,5510,3623
337,ENSG00000224340,0,3,1,0,2,1
338,ENSG00000233623,0,0,0,3,1,0
339,ENSG00000201746,0,2,6,5,1,0
340,ENSG000000545231,410,6171,8704,6717,5706,3844
341,ENSG00000264881,0,0,0,0,0,0
342,ENSG00000199562,0,5,10,13,5,3
343,ENSG00000264501,0,0,0,0,0,0
344,ENSG00000265945,0,6,3,3,8,0
345,ENSG000001426571,890,11787,17010,14539,12998,8931
346,ENSG00000271989,0,1,1,2,1,0
347,ENSG000001752791,7,96,126,115,122,75
348,ENSG00000251503,0,0,0,0,0,0
349,ENSG00000241563,4,5,15,6,14,3
350,ENSG00000160049,357,5184,7601,7569,6345,4412
351,ENSG00000203469,0,0,0,0,0,0
352,ENSG00000142655,83,917,1358,1203,1105,687
353,ENSG00000243267,0,4,4,3,0,0
354,ENSG000001309401,5,113,113,103,114,60
355,ENSG00000272078,0,8,17,10,14,2
356,ENSG00000225158,0,0,0,0,0,0
357,ENSG000001752621,0,9,4,4,1,1
358,ENSG00000215785,0,0,0,0,2,4
359,ENSG00000264181,0,0,0,0,0,0
360,ENSG00000207213,0,0,0,0,0,0
361,ENSG000001209481,853,11947,17156,14144,12724,8934
362,ENSG000000097241,5,91,150,119,103,64
363,ENSG00000271895,2,34,48,39,35,18
364,ENSG00000116649,255,3240,4683,4630,3963,2572
365,ENSG00000171824,213,2677,3975,3795,3296,2177
366,ENSG00000226849,0,8,9,11,2,6
367,ENSG00000230337,0,2,1,5,5,6
368,ENSG00000198793,469,5962,8606,6794,6045,3989
369,ENSG00000225602,0,1,1,2,1,0
370,ENSG00000253086,0,0,1,1,0,1
371,ENSG00000271794,0,0,0,0,0,0
372,ENSG00000171819,0,0,3,5,0,0
373,ENSG00000207451,0,0,1,0,0,0
374,ENSG00000238173,0,0,0,0,0,0
375,ENSG00000120942,57,928,1331,1109,963,672
376,ENSG00000238199,0,7,4,4,7,1
377,ENSG00000224338,0,0,0,1,0,0
378,ENSG00000204624,26,315,472,394,345,243
379,ENSG00000235643,0,2,8,0,2,0
380,ENSG00000116661,48,647,1003,846,689,537
381,ENSG00000132879,84,806,1057,1100,878,641
382,ENSG00000116663,12,187,224,228,174,98
383,ENSG000001166701,493,6522,8870,6764,6176,3954
384,ENSG00000162490,304,3691,5099,4136,3751,2431
385,ENSG000001776741,70,964,1411,1175,1092,687
386,ENSG00000215910,3,47,61,16,50,22
387,ENSG00000177553,0,1,0,0,2,0
388,ENSG00000177000,29,523,699,494,371,280
389,ENSG000000110211,79,1079,1588,1224,1107,800
390,ENSG00000242349,2,8,30,23,9,2
391,ENSG00000175206,2,3,18,13,6,2
392,ENSG00000120937,0,2,2,15,7,6
393,ENSG00000224904,0,0,0,0,0,1
394,ENSG00000199347,0,4,1,6,6,2
395,ENSG00000201801,0,2,0,2,0,0
396,ENSG000001166851,118,1930,2718,2471,1987,1402
397,ENSG000000834441,176,2503,3500,2867,2618,1629
398,ENSG000001166881,288,3776,5414,5076,4478,2959
399,ENSG00000270914,0,0,0,1,0,0
400,ENSG00000116691,113,1796,2494,1961,1770,1261
401,ENSG00000202461,0,10,11,22,18,12
402,ENSG00000243539,0,2,2,2,2,0
403,ENSG000001209491,167,2331,3331,2929,2752,1793
404,ENSG00000201135,0,1,2,3,5,0
405,ENSG00000227875,0,1,2,4,0,1
406,ENSG000000281371,9,176,211,224,229,133
407,ENSG00000263676,0,0,0,0,0,0
408,ENSG00000225196,0,1,0,0,0,0
409,ENSG00000252969,0,0,0,0,0,0
410,ENSG00000048707,82,1604,2405,1682,1639,1051
411,ENSG00000239149,0,2,8,7,13,4
412,ENSG00000229484,0,0,0,0,0,0
413,ENSG00000162496,41,387,545,413,363,259
414,ENSG00000221340,2,1,0,5,4,2
415,ENSG00000272482,2,11,6,6,4,6
416,ENSG00000204518,0,0,0,0,0,0
417,ENSG00000226166,0,0,0,0,0,0
418,ENSG00000188984,8,81,133,115,108,81
419,ENSG00000238771,0,1,3,5,0,0
420,ENSG00000157330,0,8,1,2,1,1
421,ENSG00000116726,0,0,0,0,0,0
422,ENSG00000116721,0,0,0,0,0,0
423,ENSG00000228338,0,0,0,0,0,0
424,ENSG00000204513,0,0,0,0,0,0
425,ENSG00000231103,0,0,0,0,0,0
426,ENSG00000179172,1,2,7,9,8,11
427,ENSG00000120952,0,0,0,0,0,0
428,ENSG00000243073,0,0,2,0,0,0
429,ENSG00000187545,0,0,0,0,0,2
430,ENSG00000204510,0,0,0,0,0,0
431,ENSG00000207434,0,0,0,0,0,0
432,ENSG00000234064,0,0,0,0,0,0
433,ENSG00000232423,0,0,0,0,0,0
434,ENSG00000250894,0,0,0,0,0,0
435,ENSG00000204508,0,0,0,0,0,0
436,ENSG00000239810,0,0,0,0,0,0
437,ENSG00000270601,0,0,0,0,0,0
438,ENSG00000250113,0,0,0,0,0,0
439,ENSG00000204505,0,0,0,0,0,0
440,ENSG00000233336,0,0,0,0,0,0
441,ENSG00000229978,0,0,0,0,0,0
442,ENSG00000236179,0,0,0,0,0,0
443,ENSG00000179412,0,0,2,0,1,0
444,ENSG00000224199,0,0,0,0,0,0
445,ENSG00000229571,0,0,0,0,0,0
446,ENSG00000204503,0,0,0,0,0,0
447,ENSG00000233394,0,0,0,0,0,0
448,ENSG00000204502,0,0,0,0,0,0
449,ENSG00000231219,0,0,0,0,0,0
450,ENSG00000207511,0,0,0,0,0,0
451,ENSG00000182330,0,0,0,0,0,0
452,ENSG00000237700,0,0,0,0,0,0
453,ENSG00000204501,0,0,0,0,0,0
454,ENSG00000228229,0,0,0,0,0,0
455,ENSG00000204495,0,0,0,0,0,0
456,ENSG00000204491,0,0,0,0,0,0
457,ENSG00000204488,0,0,0,0,0,0
458,ENSG00000204486,0,0,0,0,0,0
459,ENSG00000204485,0,0,0,0,0,0
460,ENSG00000224581,0,0,0,0,0,0
461,ENSG00000157358,0,0,0,0,0,0
462,ENSG00000204481,0,0,0,0,0,0
463,ENSG00000204480,0,0,0,0,0,0
464,ENSG00000204479,0,0,0,0,0,0
465,ENSG00000204478,0,0,0,0,0,0
466,ENSG00000162494,0,3,0,4,4,0
467,ENSG00000259961,0,0,0,0,0,0
468,ENSG00000215909,0,0,0,0,0,0
469,ENSG000001624931,287,4024,6116,4353,3949,2641
470,ENSG00000222952,0,0,0,0,0,0
471,ENSG00000266358,0,0,0,1,0,0
472,ENSG00000237445,0,0,0,2,1,0
473,ENSG00000253085,0,0,0,0,0,0
474,ENSG000001167311,94,1093,1598,1410,1347,946
475,ENSG00000252151,0,0,0,0,0,0
476,ENSG00000231606,0,0,0,0,0,0
477,ENSG00000234593,0,0,0,0,1,0
478,ENSG000001893371,50,725,1208,1255,1124,736
479,ENSG00000235829,0,0,5,8,0,10
480,ENSG00000175147,0,1,2,1,2,0
481,ENSG00000171729,15,123,190,152,112,93
482,ENSG00000204464,0,2,0,3,0,2
483,ENSG00000215720,0,0,0,0,0,1
484,ENSG000001426211,0,37,57,30,21,18
485,ENSG00000233485,0,0,0,1,0,0
486,ENSG00000236045,0,0,1,1,1,0
487,ENSG00000228140,0,6,2,2,2,0
488,ENSG00000142634,135,1425,2135,1697,1462,992
489,ENSG00000162438,0,1,1,0,1,0
490,ENSG00000142615,0,0,0,0,0,0
491,ENSG00000215704,1,2,3,4,4,3
492,ENSG000001329061,47,406,513,436,375,229
493,ENSG00000116138,79,1040,1422,1090,1037,722
494,ENSG00000251866,0,0,0,0,0,0
495,ENSG00000272510,0,3,0,1,0,2
496,ENSG00000116771,23,374,560,479,468,301
497,ENSG00000237301,0,33,27,13,27,12
498,ENSG00000235084,1,6,17,8,15,8
499,ENSG00000252417,0,0,0,0,1,0
500,ENSG00000236500,0,0,0,0,0,0
501,ENSG00000197312,187,2247,3257,2752,2441,1774
502,ENSG00000215695,0,0,0,0,0,0
503,ENSG00000271742,1,0,0,2,0,0
504,ENSG00000116786,165,2293,3282,3164,2775,1831
505,ENSG00000264048,0,0,0,0,0,0
506,ENSG00000237938,0,19,11,29,18,8
507,ENSG00000162461,16,205,293,240,196,148
508,ENSG00000224459,0,0,0,0,0,0
509,ENSG00000162460,0,5,7,1,0,0
510,ENSG00000162458,152,1974,2784,2214,1747,1343
511,ENSG00000224321,0,5,15,6,13,19
512,ENSG00000233954,75,1089,1465,1450,1470,1085
513,ENSG00000178715,20,239,327,350,313,241
514,ENSG00000179743,27,259,388,267,293,149
515,ENSG00000065526,311,4219,6156,4558,4328,3078
516,ENSG00000238818,0,0,2,0,0,0
517,ENSG00000270620,0,0,1,0,0,0
518,ENSG00000116809,81,1139,1650,1189,1091,791
519,ENSG00000234607,0,0,0,0,0,0
520,ENSG00000231353,0,0,0,0,0,0
521,ENSG00000224966,0,0,0,0,0,1
522,ENSG00000183888,0,0,1,4,0,1
523,ENSG00000233078,0,0,0,0,0,0
524,ENSG000001736411,2,8,16,3,10,6
525,ENSG00000186510,1,25,12,14,19,7
526,ENSG00000232456,0,1,0,5,4,2
527,ENSG000001849081,5,47,54,44,52,24
528,ENSG00000185519,0,10,8,16,14,9
529,ENSG00000142627,86,1152,1646,2828,2587,1621
530,ENSG00000227959,0,3,7,9,6,3
531,ENSG00000224621,0,1,4,3,6,0
532,ENSG00000234166,0,0,0,0,0,0
533,ENSG000001426321,10,105,145,100,127,92
534,ENSG00000237276,0,1,9,4,1,0
535,ENSG00000204377,3,16,25,24,18,13
536,ENSG00000132881,2,69,97,71,66,44
537,ENSG00000233929,1,10,10,11,10,12
538,ENSG00000037637,60,804,1174,1031,945,600
539,ENSG000000550701,276,3688,5061,4587,4310,2752
540,ENSG00000226457,0,0,3,5,2,0
541,ENSG00000187144,0,6,4,0,12,5
542,ENSG000001571911,85,1218,1476,1347,1156,731
543,ENSG00000226029,0,36,40,28,18,30
544,ENSG000000809471,17,281,439,407,304,240
545,ENSG00000206652,0,2,2,2,6,0
546,ENSG00000261135,0,0,13,4,7,2
547,ENSG00000224174,0,3,2,2,6,3
548,ENSG00000233421,1,16,16,10,7,13
549,ENSG00000268674,0,0,0,0,0,0
550,ENSG00000225710,0,0,0,0,1,5
551,ENSG00000266584,0,0,0,0,0,0
552,ENSG00000219481,132,1650,2304,1896,1634,1117
553,ENSG00000271732,0,1,3,0,0,1
554,ENSG00000215908,75,1036,1296,1325,1034,778
555,ENSG00000186301,7,49,71,74,49,48
556,ENSG00000207513,0,0,0,0,0,0
557,ENSG00000237847,0,0,0,0,0,0
558,ENSG00000264742,0,0,0,1,0,0
559,ENSG00000236698,28,494,691,532,475,358
560,ENSG00000268869,14,117,153,131,137,98
561,ENSG00000268991,0,0,0,0,0,0
562,ENSG000000584531,365,4329,6060,5614,4836,3405
563,ENSG00000207389,0,0,2,0,0,2
564,ENSG00000227684,0,5,6,1,0,0
565,ENSG00000186715,7,25,33,29,35,37
566,ENSG00000223643,0,0,0,0,0,0
567,ENSG00000230239,2,12,21,16,6,8
568,ENSG00000263811,0,0,0,0,0,0
569,ENSG00000228549,3,57,67,38,31,12
570,ENSG00000238142,2,34,48,42,21,25
571,ENSG00000235241,1,31,49,42,38,22
572,ENSG00000207005,0,2,6,3,2,0
573,ENSG00000272426,0,4,3,10,4,1
574,ENSG00000117122,232,2847,4248,3348,3002,1934
575,ENSG00000226526,0,2,1,2,2,0
576,ENSG000001593631,191,2583,3931,3329,2871,2002
577,ENSG00000117118,114,1528,2163,2246,1923,1438
578,ENSG00000117115,15,146,200,277,248,153
579,ENSG00000252180,0,0,0,0,0,0
580,ENSG00000204362,0,0,6,1,6,3
581,ENSG00000142623,0,13,9,20,37,17
582,ENSG00000142619,3,35,44,88,95,35
583,ENSG00000266634,0,0,0,0,0,0
584,ENSG00000159339,0,6,7,8,10,9
585,ENSG00000269468,0,0,0,0,0,0
586,ENSG00000256049,0,7,4,0,0,0
587,ENSG00000227751,0,0,0,0,0,0
588,ENSG00000179051,1585,20948,29391,21015,19055,12551
589,ENSG00000266727,0,0,0,0,0,0
590,ENSG00000239020,0,1,5,0,1,2
591,ENSG000000749641,159,2271,3111,1811,1765,1072
592,ENSG00000236648,0,0,0,0,0,0
593,ENSG00000117148,4,38,56,31,28,19
594,ENSG00000261781,0,0,0,0,0,0
595,ENSG00000117154,36,402,603,362,375,257
596,ENSG00000230035,0,0,0,0,0,0
597,ENSG00000225387,2,20,24,11,8,10
598,ENSG00000179023,28,298,471,726,704,433
599,ENSG00000235282,0,0,0,0,0,0
600,ENSG00000225478,0,0,0,0,0,0
601,ENSG00000009709,0,0,0,0,0,2
602,ENSG00000179002,0,0,0,0,0,0
603,ENSG00000255275,0,0,0,0,0,0
604,ENSG000001594231,24,263,388,323,279,189
605,ENSG00000265606,0,0,0,0,0,0
606,ENSG00000221662,0,0,1,0,0,1
607,ENSG00000169991,40,497,696,802,696,439
608,ENSG00000272084,2,29,27,18,18,18
609,ENSG000001274811,935,12057,17834,14994,13245,8454
610,ENSG00000266098,0,9,10,4,6,10
611,ENSG00000230424,2,14,12,28,10,11
612,ENSG00000127463,154,2137,3037,2573,2421,1469
613,ENSG00000053372,162,2089,3038,2736,2538,1727
614,ENSG00000211454,7,67,103,145,118,67
615,ENSG00000162482,3,65,82,108,60,42
616,ENSG00000270728,1,39,48,56,41,34
617,ENSG00000053371,41,754,1005,812,826,595
618,ENSG00000200403,0,2,5,2,9,8
619,ENSG00000040487,27,541,800,660,624,414
620,ENSG00000265192,0,0,0,0,0,0
621,ENSG000000775491,498,6428,9190,7107,6453,4115
622,ENSG00000240490,0,0,1,2,3,4
623,ENSG00000201609,0,0,0,0,0,0
624,ENSG00000239027,0,0,0,1,0,0
625,ENSG00000235185,0,0,0,4,0,0
626,ENSG00000270136,0,0,1,0,0,1
627,ENSG00000173436,11,154,258,232,214,115
628,ENSG00000226396,1,11,13,12,23,15
629,ENSG00000158747,2,21,29,25,38,13
630,ENSG00000158748,11,256,354,224,211,121
631,ENSG00000162542,4,186,265,199,182,111
632,ENSG00000178828,0,0,0,0,2,0
633,ENSG00000235434,0,0,0,0,0,0
634,ENSG00000169914,109,1545,2167,1812,1618,1269
635,ENSG00000188784,0,0,1,0,0,0
636,ENSG00000242688,0,0,0,1,0,0
637,ENSG00000188257,50,479,762,611,499,382
638,ENSG00000127472,0,1,0,0,0,0
639,ENSG000001172151,0,0,0,0,0,0
640,ENSG00000158786,0,4,0,2,0,0
641,ENSG00000227066,0,0,0,0,2,0
642,ENSG00000187980,0,2,8,5,4,6
643,ENSG00000225986,0,6,10,3,5,9
644,ENSG00000162543,4,124,147,112,105,67
645,ENSG00000228105,0,0,0,0,0,0
646,ENSG000001588161,1,12,5,1,0,0
647,ENSG00000226664,0,0,0,0,0,0
648,ENSG00000236963,0,0,0,0,0,0
649,ENSG00000226487,0,0,0,0,0,0
650,ENSG00000162545,37,407,647,494,344,321
651,ENSG00000090432,57,738,1113,875,836,544
652,ENSG00000215520,0,2,0,0,0,0
653,ENSG00000183114,15,266,311,258,285,148
654,ENSG00000158825,9,107,120,50,85,50
655,ENSG00000158828,59,811,1042,602,604,379
656,ENSG00000117242,6,82,81,81,52,55
657,ENSG00000257033,0,0,0,0,0,0
658,ENSG00000244038,482,7322,10474,8614,7816,5354
659,ENSG00000117245,18,272,423,439,429,256
660,ENSG00000235432,1,1,5,2,2,8
661,ENSG00000189410,19,190,231,270,290,154
662,ENSG00000233069,0,0,0,0,0,0
663,ENSG000001274831,416,5332,7573,6441,5545,3849
664,ENSG00000203394,0,0,0,0,0,0
665,ENSG000000751511,328,4225,6081,4202,3776,2607
666,ENSG00000251914,0,0,0,0,1,0
667,ENSG00000221808,0,0,0,0,0,0
668,ENSG00000233072,0,5,0,9,8,6
669,ENSG00000236073,0,0,0,0,0,0
670,ENSG00000235112,0,1,4,4,1,2
671,ENSG00000266867,1,12,11,10,10,4
672,ENSG000001172981,220,2955,4670,3734,3399,2153
673,ENSG00000236936,1,1,9,1,2,2
674,ENSG00000231105,0,37,71,22,40,27
675,ENSG00000236216,0,0,1,0,0,0
676,ENSG00000228823,0,0,0,0,0,0
677,ENSG00000236009,0,0,1,0,0,0
678,ENSG00000227001,2,28,60,43,36,40
679,ENSG00000187952,20,50,269,153,93,174
680,ENSG00000186543,0,0,1,4,1,0
681,ENSG000001427941,21,409,571,405,414,237
682,ENSG00000176378,0,0,0,0,0,0
683,ENSG00000162551,271,3455,4827,4264,3996,2520
684,ENSG00000233431,0,1,0,0,0,0
685,ENSG00000221781,0,0,0,0,0,0
686,ENSG000000768641,43,497,661,666,670,418
687,ENSG000000906861,327,4587,6367,5665,4886,3555
688,ENSG00000231978,0,2,2,0,0,0
689,ENSG00000187942,0,40,69,54,51,37
690,ENSG000001427981,283,3757,5852,5351,4470,2914
691,ENSG00000232037,5,79,131,216,319,211
692,ENSG00000219073,0,0,1,0,0,0
693,ENSG00000264385,0,0,0,0,0,0
694,ENSG00000263991,0,0,0,0,0,0
695,ENSG00000201919,0,0,0,0,0,0
696,ENSG000001427891,0,0,2,0,1,0
697,ENSG00000263582,0,0,0,0,0,0
698,ENSG00000263929,0,0,0,0,0,0
699,ENSG00000201273,0,0,0,0,0,0
700,ENSG00000228397,0,4,3,1,2,0
701,ENSG00000218510,15,442,580,459,416,310
702,ENSG000000708311,413,6429,9032,7225,6757,4641
703,ENSG00000230068,0,3,7,5,0,1
704,ENSG00000271428,0,1,7,1,3,2
705,ENSG00000271840,0,0,3,4,0,4
706,ENSG000001625521,1,8,17,23,23,4
707,ENSG00000266564,0,0,0,0,0,0
708,ENSG00000234397,0,0,0,0,1,0
709,ENSG000001846771,160,1904,2841,2355,1966,1449
710,ENSG00000237200,2,10,10,9,2,4
711,ENSG00000070886,18,278,319,273,236,190
712,ENSG000001733721,0,2,3,1,4,0
713,ENSG00000159189,0,0,0,0,0,0
714,ENSG000001733691,0,0,0,0,0,0
715,ENSG000001332161,62,535,813,535,442,267
716,ENSG00000265422,0,0,0,0,0,0
717,ENSG00000216157,0,0,0,0,0,0
718,ENSG00000225952,0,0,2,2,4,4
719,ENSG00000264014,0,0,0,0,0,0
720,ENSG00000272796,0,14,28,11,7,8
721,ENSG00000215906,0,0,0,0,0,0
722,ENSG00000227868,1,4,3,5,3,2
723,ENSG000000044871,569,8502,11715,10718,9177,6242
724,ENSG00000240553,0,0,4,2,0,3
725,ENSG00000263793,0,0,0,1,0,0
726,ENSG00000266802,0,0,0,0,0,1
727,ENSG00000169641,231,2774,3961,3483,3215,2224
728,ENSG00000229010,0,5,7,3,0,6
729,ENSG00000206935,0,1,1,1,0,0
730,ENSG00000252578,0,0,0,0,1,0
731,ENSG00000179546,9,179,174,95,65,28
732,ENSG00000215381,0,1,8,6,0,4
733,ENSG00000261326,13,73,146,89,81,56
734,ENSG000001259441,1173,16510,23213,20748,17945,13092
735,ENSG000001259451,18,49,62,68,52,46
736,ENSG00000249087,0,6,37,39,35,30
737,ENSG00000201405,0,0,0,0,0,0
738,ENSG00000271420,0,0,0,0,0,0
739,ENSG00000204219,0,2,3,11,6,9
740,ENSG00000232482,0,0,0,0,0,0
741,ENSG000000882801,80,1053,1479,1187,1091,776
742,ENSG00000007968,21,337,501,449,413,255
743,ENSG00000235052,2,4,13,16,10,20
744,ENSG00000117318,118,1824,2416,2569,2240,1495
745,ENSG00000197880,0,0,0,4,0,0
746,ENSG00000229239,0,0,0,0,0,0
747,ENSG00000142676,1665,22173,32141,28183,25446,17489
748,ENSG00000203589,1,2,12,9,6,8
