,Geneid,_filesTien_Cont1_S25sorted,_filesTien_Cont2_S26sorted,_filesTien_Cont3_S27sorted,_filesTien_Zn1_S28sorted,_filesTien_Zn2_S29sorted,_filesTien_Zn3_S30sorted
51657,ENSG000001257791,151,2054,3110,2535,2123,1596
51658,ENSG00000199024,3,43,64,45,58,33
51659,ENSG000001012361,147,1988,2982,2346,2059,1361
51660,ENSG00000226608,17,330,642,570,568,312
51661,ENSG00000215063,0,2,4,6,2,0
51662,ENSG00000205300,0,0,0,2,2,2
51663,ENSG000000888261,66,1063,1324,1261,1115,673
51664,ENSG00000230176,0,5,2,0,3,6
51665,ENSG00000171873,5,43,101,42,59,22
51666,ENSG00000236387,0,0,0,0,0,0
51667,ENSG00000238282,0,0,0,0,0,0
51668,ENSG00000228210,0,0,0,0,0,1
51669,ENSG00000226948,0,1,1,2,2,6
51670,ENSG000001718671,188,2562,3727,4210,3924,2688
51671,ENSG00000171864,2,6,21,17,20,18
51672,ENSG00000180259,0,0,0,0,0,0
51673,ENSG00000231071,0,0,0,0,0,0
51674,ENSG000001012651,45,644,708,645,632,406
51675,ENSG000000890571,139,2132,3014,2193,1972,1268
51676,ENSG00000252096,0,0,0,1,0,0
51677,ENSG00000252058,0,0,0,0,0,0
51678,ENSG00000234573,0,0,0,0,0,0
51679,ENSG00000266199,0,0,0,0,0,0
51680,ENSG00000212536,0,4,7,5,3,3
51681,ENSG000000890631,234,3273,4832,4117,3651,2447
51682,ENSG00000252367,0,0,3,0,2,1
51683,ENSG00000132646,521,7566,10539,9423,9017,6354
51684,ENSG00000212517,0,0,0,1,2,1
51685,ENSG00000101290,431,5870,7860,5797,5204,3524
51686,ENSG00000225022,4,81,66,61,58,45
51687,ENSG00000101292,6,68,95,67,63,25
51688,ENSG00000200313,0,0,0,0,0,0
51689,ENSG00000226995,0,2,0,1,2,0
51690,ENSG00000230563,0,1,1,0,0,0
51691,ENSG00000205181,14,158,239,216,167,130
51692,ENSG00000266908,0,0,0,0,0,0
51693,ENSG00000225640,0,0,0,0,0,0
51694,ENSG00000225831,0,1,0,0,0,0
51695,ENSG00000235820,0,4,2,3,2,5
51696,ENSG00000125772,113,1414,1788,1702,1785,1094
51697,ENSG00000233578,0,9,5,5,3,7
51698,ENSG000001719841,2,124,156,117,105,69
51699,ENSG00000202380,0,0,0,0,0,0
51700,ENSG00000089199,139,1506,2476,2442,2381,1463
51701,ENSG00000215589,0,0,0,1,0,2
51702,ENSG000000891951,100,1522,2209,2261,2021,1283
51703,ENSG00000125885,265,3818,5210,4822,4223,3112
51704,ENSG00000207380,0,0,1,2,0,1
51705,ENSG00000231961,0,0,0,2,0,1
51706,ENSG00000263755,1,0,0,0,1,0
51707,ENSG00000088766,145,2094,2869,2473,2274,1536
51708,ENSG00000125872,1,14,19,59,58,48
51709,ENSG000001013111,34,361,430,375,364,226
51710,ENSG00000233402,0,0,0,0,0,0
51711,ENSG00000234241,1,25,49,20,37,14
51712,ENSG00000271565,0,0,0,0,0,0
51713,ENSG00000221449,0,0,0,0,0,0
51714,ENSG00000229876,0,4,3,2,6,5
51715,ENSG00000228482,0,0,0,0,0,0
51716,ENSG00000125845,11,110,132,150,125,89
51717,ENSG00000251833,0,0,0,0,0,0
51718,ENSG00000232271,0,0,0,0,0,0
51719,ENSG00000228888,0,0,0,0,0,0
51720,ENSG00000238102,0,0,0,0,0,0
51721,ENSG00000261249,0,0,0,0,0,0
51722,ENSG00000224711,0,0,0,0,0,0
51723,ENSG00000240584,0,0,0,0,0,0
51724,ENSG00000221726,0,0,0,0,0,0
51725,ENSG00000215586,0,0,0,0,0,0
51726,ENSG00000101323,0,0,0,1,0,0
51727,ENSG00000125827,122,1123,1777,1555,1302,901
51728,ENSG00000229766,0,0,2,2,0,0
51729,ENSG00000226262,0,0,0,0,0,1
51730,ENSG000001826211,156,1932,3076,1639,1445,1095
51731,ENSG00000225479,0,0,1,0,0,0
51732,ENSG00000221201,0,0,2,0,0,0
51733,ENSG00000222298,0,0,0,1,0,0
51734,ENSG00000201348,1,1,1,2,0,0
51735,ENSG00000228438,0,0,0,0,0,0
51736,ENSG00000252819,0,0,0,0,0,0
51737,ENSG000001013331,50,912,1344,933,753,601
51738,ENSG00000225988,0,2,4,0,2,0
51739,ENSG00000125869,9,113,147,124,142,97
51740,ENSG000001013491,0,17,19,19,21,12
51741,ENSG00000232738,0,0,0,0,0,0
51742,ENSG00000243961,0,0,0,0,0,0
51743,ENSG000001326231,35,624,905,752,605,441
51744,ENSG00000227906,0,0,3,1,9,3
51745,ENSG00000264599,0,0,0,0,0,0
51746,ENSG00000230506,0,0,0,0,0,0
51747,ENSG00000232448,0,0,4,1,1,0
51748,ENSG00000132639,6,59,79,126,119,73
51749,ENSG00000237005,0,0,0,0,0,0
51750,ENSG00000214835,0,0,2,2,0,0
51751,ENSG00000211588,0,0,0,0,0,0
51752,ENSG00000230750,1,7,11,4,9,5
51753,ENSG000001258631,146,1722,2558,1837,1875,1257
51754,ENSG000001493461,14,225,312,278,212,166
51755,ENSG00000235036,2,50,57,59,71,63
51756,ENSG00000101384,354,4111,6219,4809,4586,2950
51757,ENSG00000270408,0,1,0,0,1,1
51758,ENSG00000270792,0,0,0,0,0,0
51759,ENSG00000224961,0,3,0,0,0,1
51760,ENSG00000234900,0,1,2,0,0,1
51761,ENSG00000232900,0,0,0,0,0,0
51762,ENSG00000217809,0,0,0,0,0,0
51763,ENSG00000270777,0,0,0,0,0,0
51764,ENSG00000125899,0,0,0,0,0,0
51765,ENSG00000230990,0,0,2,3,0,3
51766,ENSG00000235544,6,3,3,9,8,6
51767,ENSG00000271397,0,1,0,0,0,0
51768,ENSG00000237256,0,0,0,0,0,0
51769,ENSG00000261411,0,0,0,0,0,0
51770,ENSG00000228422,0,0,0,0,0,0
51771,ENSG00000256874,0,0,0,0,0,0
51772,ENSG00000222281,0,0,0,0,0,0
51773,ENSG00000271298,0,0,0,0,0,0
51774,ENSG000001326401,194,2947,4188,3157,2898,1779
51775,ENSG00000236526,4,22,61,27,21,15
51776,ENSG00000235292,0,0,0,0,0,0
51777,ENSG00000230437,0,0,0,0,0,0
51778,ENSG00000235698,5,27,44,42,50,38
51779,ENSG00000233048,0,0,0,1,1,0
51780,ENSG00000269931,0,0,0,0,0,0
51781,ENSG00000234265,0,0,0,0,0,0
51782,ENSG00000172296,2,19,39,20,23,18
51783,ENSG00000271426,0,0,0,0,0,0
51784,ENSG00000101230,5,42,60,30,30,8
51785,ENSG00000226263,0,0,0,0,0,0
51786,ENSG00000225956,0,0,0,0,2,0
51787,ENSG000000891231,22,283,312,266,279,149
51788,ENSG00000236811,0,2,5,6,1,1
51789,ENSG000000890481,160,2379,3422,3280,2947,2032
51790,ENSG000001012471,30,467,630,548,505,350
51791,ENSG00000101251,0,8,2,4,0,1
51792,ENSG00000221328,0,0,0,0,0,0
51793,ENSG00000212247,0,0,0,0,0,2
51794,ENSG000001722641,7,54,63,45,51,34
51795,ENSG00000230935,0,0,0,2,0,1
51796,ENSG00000234187,0,0,0,0,0,0
51797,ENSG00000239923,0,0,0,2,0,2
51798,ENSG00000125848,25,393,597,507,395,258
51799,ENSG00000199570,0,0,1,1,2,0
51800,ENSG00000227563,0,0,0,0,0,0
51801,ENSG00000227927,0,0,0,0,2,0
51802,ENSG00000213950,0,0,1,0,3,1
51803,ENSG00000235914,0,0,2,0,0,0
51804,ENSG00000237832,1,0,0,0,0,6
51805,ENSG00000199803,0,0,0,0,0,0
51806,ENSG00000201180,0,0,0,0,0,0
51807,ENSG00000222500,0,0,0,0,0,0
51808,ENSG00000225181,0,0,0,0,0,0
51809,ENSG00000212111,0,0,0,0,0,0
51810,ENSG00000224274,0,0,0,0,0,0
51811,ENSG00000225622,0,0,0,0,0,0
51812,ENSG000000891771,29,453,570,384,384,289
51813,ENSG00000221448,0,0,0,0,0,0
51814,ENSG00000226229,0,0,0,1,0,0
51815,ENSG00000200494,0,0,0,0,0,0
51816,ENSG00000235208,0,0,0,0,0,0
51817,ENSG00000228809,0,2,1,2,0,0
51818,ENSG00000125870,137,2485,3527,2935,2627,1781
51819,ENSG00000125879,0,0,2,0,0,0
51820,ENSG00000236985,0,0,0,0,0,0
51821,ENSG00000212165,0,0,0,0,0,0
51822,ENSG00000251955,0,0,0,0,0,0
51823,ENSG00000220540,0,0,0,0,0,0
51824,ENSG00000238833,0,0,0,0,0,0
51825,ENSG00000125851,0,14,27,15,13,9
51826,ENSG00000232241,0,0,0,1,0,0
51827,ENSG00000125864,24,475,647,527,560,305
51828,ENSG00000232333,1,5,4,2,5,6
51829,ENSG000001258681,356,5046,7031,6032,5644,4060
51830,ENSG00000202260,0,3,4,0,2,1
51831,ENSG00000230495,0,1,4,0,0,0
51832,ENSG000001258441,894,12257,18166,14313,12629,8595
51833,ENSG000001258881,0,0,0,0,0,2
51834,ENSG00000221220,0,0,0,0,0,0
51835,ENSG00000233625,0,0,0,0,0,0
51836,ENSG00000212555,0,0,0,0,0,0
51837,ENSG000000890061,253,4246,6041,5396,4879,3521
51838,ENSG00000125850,0,2,19,11,2,8
51839,ENSG00000212232,16,74,134,110,72,82
51840,ENSG00000125871,153,1659,2386,2093,1956,1369
51841,ENSG00000218902,0,2,1,7,5,2
51842,ENSG00000229262,0,0,0,0,0,0
51843,ENSG00000227343,0,1,0,0,0,0
51844,ENSG00000252597,0,0,0,0,0,0
51845,ENSG00000207282,0,0,0,0,0,0
51846,ENSG00000232838,15,253,312,326,259,185
51847,ENSG00000149474,85,1208,1707,1516,1324,892
51848,ENSG00000251713,0,1,0,6,0,0
51849,ENSG00000232943,0,0,0,0,0,0
51850,ENSG00000266720,0,0,0,0,0,0
51851,ENSG00000252635,0,0,0,0,0,0
51852,ENSG000001258461,64,745,1000,858,714,536
51853,ENSG00000199719,0,3,10,2,2,3
51854,ENSG00000237259,0,0,0,0,0,1
51855,ENSG00000230010,0,0,4,1,4,0
51856,ENSG00000252403,0,0,0,0,0,0
51857,ENSG00000237282,0,0,0,0,0,0
51858,ENSG000000890911,12,228,314,178,243,159
51859,ENSG00000236474,0,0,2,0,2,0
51860,ENSG00000252422,0,0,0,0,0,0
51861,ENSG00000132664,45,770,1058,867,806,540
51862,ENSG00000265137,0,2,1,2,7,5
51863,ENSG00000225419,0,6,16,4,9,1
51864,ENSG000000890501,46,887,1307,955,750,563
51865,ENSG00000214612,0,1,2,1,0,0
51866,ENSG000001013101,198,2602,3701,2989,2784,1898
51867,ENSG00000264134,0,0,0,0,0,0
51868,ENSG00000232388,17,371,547,406,446,301
51869,ENSG00000125821,184,2465,3516,2536,2403,1681
51870,ENSG00000243702,0,0,0,0,0,0
51871,ENSG00000221806,0,0,0,0,0,1
51872,ENSG00000232136,0,0,0,0,0,0
51873,ENSG00000233993,0,0,0,4,0,0
51874,ENSG00000233324,0,0,0,1,2,0
51875,ENSG00000179935,2,27,29,26,33,4
51876,ENSG00000273148,2,37,78,44,39,17
51877,ENSG00000149443,0,0,1,0,0,0
51878,ENSG00000132631,0,0,0,0,0,0
51879,ENSG00000264669,0,0,0,0,0,0
51880,ENSG00000185052,3,39,54,11,32,22
51881,ENSG00000235996,0,0,0,0,0,0
51882,ENSG00000179447,0,0,0,0,0,0
51883,ENSG00000221748,0,0,1,0,0,0
51884,ENSG00000216017,0,0,0,0,0,0
51885,ENSG00000232675,0,0,0,0,0,0
51886,ENSG00000239120,0,0,0,0,0,0
51887,ENSG00000268628,0,0,4,0,0,0
51888,ENSG00000233895,0,35,47,42,48,21
51889,ENSG00000236992,5,46,91,97,98,60
51890,ENSG00000132669,14,181,262,186,156,99
51891,ENSG00000173418,63,956,1425,1424,1152,839
51892,ENSG000001013431,83,1184,1581,1377,1284,806
51893,ENSG000000891011,0,4,9,4,4,3
51894,ENSG00000241054,0,0,0,0,0,0
51895,ENSG00000225417,0,0,0,0,0,0
51896,ENSG00000229500,0,0,0,0,0,0
51897,ENSG00000243810,0,4,7,2,4,0
51898,ENSG00000264879,0,0,0,0,0,0
51899,ENSG00000173404,23,146,231,289,217,151
51900,ENSG00000188559,68,853,1183,950,892,493
51901,ENSG00000213384,0,0,0,1,0,0
51902,ENSG00000270793,0,0,0,0,0,0
51903,ENSG00000264361,0,0,0,0,0,0
51904,ENSG00000225803,0,0,0,0,0,0
51905,ENSG00000234104,0,0,0,0,0,0
51906,ENSG00000225127,2,24,23,5,5,10
51907,ENSG00000235065,0,6,12,8,8,1
51908,ENSG000000889701,59,693,998,615,566,391
51909,ENSG00000199509,0,2,0,0,0,0
51910,ENSG00000228604,0,4,8,6,4,0
51911,ENSG00000232712,2,21,26,34,9,15
51912,ENSG00000214535,0,30,41,23,55,19
51913,ENSG00000226875,0,0,0,0,0,0
51914,ENSG00000088930,480,6698,9774,7493,6865,4446
51915,ENSG00000125816,1,25,35,27,28,4
51916,ENSG00000225280,0,0,2,0,0,1
51917,ENSG00000223128,0,0,0,0,0,0
51918,ENSG00000226405,0,6,6,2,0,1
51919,ENSG00000227693,4,10,8,14,13,8
51920,ENSG00000125820,0,0,0,0,0,0
51921,ENSG00000258197,0,0,0,0,0,0
51922,ENSG00000233492,2,0,0,0,0,0
51923,ENSG00000125813,3,0,0,0,0,0
51924,ENSG00000233015,0,0,0,0,0,0
51925,ENSG00000227063,174,2003,3219,2869,2147,1545
51926,ENSG00000238034,2,22,35,59,53,26
51927,ENSG00000234435,0,0,0,0,0,0
51928,ENSG00000234862,0,0,0,0,0,0
51929,ENSG00000225170,0,0,2,0,0,0
51930,ENSG00000225321,0,0,0,0,0,0
51931,ENSG00000270838,0,0,0,0,0,0
51932,ENSG00000204684,0,0,0,0,0,0
51933,ENSG00000259974,0,0,0,0,0,0
51934,ENSG000001257981,0,0,0,0,0,0
51935,ENSG00000237396,0,0,0,0,0,0
51936,ENSG00000230400,0,0,0,0,0,0
51937,ENSG00000215553,0,0,0,0,0,0
51938,ENSG00000265151,0,0,0,0,0,0
51939,ENSG00000213882,0,0,0,0,0,0
51940,ENSG00000228935,0,0,0,0,0,0
51941,ENSG00000230492,0,0,0,0,0,0
51942,ENSG00000234646,0,0,0,0,0,0
51943,ENSG00000132671,0,0,0,0,0,0
51944,ENSG00000178726,0,8,7,2,2,3
51945,ENSG00000125810,0,5,1,0,8,0
51946,ENSG00000256492,0,0,0,0,0,0
51947,ENSG00000233746,0,0,0,0,0,0
51948,ENSG00000201527,0,0,0,0,0,0
51949,ENSG00000230387,0,0,0,0,0,0
51950,ENSG00000234832,0,6,5,4,6,3
51951,ENSG00000269407,0,4,2,0,1,0
51952,ENSG00000132661,50,545,749,635,566,460
51953,ENSG00000232645,1,13,24,9,26,10
51954,ENSG000001258121,67,855,1354,1086,1032,660
51955,ENSG000001258141,34,518,770,632,632,405
51956,ENSG00000201728,0,2,0,1,3,1
51957,ENSG00000125823,0,3,0,1,2,1
51958,ENSG00000125831,0,0,0,4,0,0
51959,ENSG00000200208,0,0,0,0,0,0
51960,ENSG00000226344,0,0,0,0,0,0
51961,ENSG00000125815,0,0,0,0,0,0
51962,ENSG00000260202,0,0,0,0,0,0
51963,ENSG00000204663,0,0,0,0,0,0
51964,ENSG00000204662,0,0,0,0,0,0
51965,ENSG00000101435,0,1,0,1,0,0
51966,ENSG00000204658,0,1,0,1,1,0
51967,ENSG00000173335,0,0,2,0,1,0
51968,ENSG00000101439,123,1703,2613,2226,1963,1415
51969,ENSG00000270001,2,7,3,7,1,4
51970,ENSG00000225056,0,0,0,0,1,0
51971,ENSG00000101441,0,4,0,1,2,0
51972,ENSG00000232595,0,0,0,0,0,0
51973,ENSG00000170373,0,14,19,14,13,12
51974,ENSG00000230908,0,0,0,0,0,0
51975,ENSG00000170369,0,2,6,4,0,0
51976,ENSG00000170367,0,0,1,0,0,0
51977,ENSG00000228476,0,0,1,0,0,0
51978,ENSG00000236168,0,0,0,0,0,0
51979,ENSG00000149435,2,0,0,0,0,0
51980,ENSG00000167390,0,0,1,1,0,0
51981,ENSG00000236151,0,0,0,0,0,0
51982,ENSG00000230133,0,0,0,0,0,0
51983,ENSG00000200231,0,0,0,0,0,0
51984,ENSG00000232200,0,0,0,1,0,0
51985,ENSG00000234069,0,0,0,0,0,0
51986,ENSG00000101463,20,322,347,301,288,194
51987,ENSG00000228539,0,0,2,3,4,1
51988,ENSG00000231015,0,0,0,0,2,0
51989,ENSG00000077984,0,0,1,3,2,6
51990,ENSG00000101474,225,2657,3802,3055,2964,1990
51991,ENSG00000207355,0,0,0,0,0,0
51992,ENSG000001549301,3,36,52,62,47,26
51993,ENSG000001009871,0,0,2,0,0,0
51994,ENSG00000225069,0,0,0,0,0,0
51995,ENSG00000230725,0,0,0,0,0,0
51996,ENSG00000225344,0,0,0,0,0,0
51997,ENSG00000197586,106,1375,1948,1907,1616,1185
51998,ENSG00000202414,0,0,0,0,0,0
51999,ENSG00000268302,0,0,0,0,0,0
52000,ENSG00000100994,271,3545,4881,4132,3958,2624
52001,ENSG000001009971,123,1768,2456,1704,1519,983
52002,ENSG00000227379,0,5,11,9,3,12
52003,ENSG00000101003,164,2376,3322,2711,2368,1632
52004,ENSG000001010041,195,2286,3012,2447,2235,1574
52005,ENSG00000251883,0,1,0,0,0,0
52006,ENSG00000170191,34,392,593,651,484,389
52007,ENSG00000213742,5,70,102,116,53,57
52008,ENSG00000242236,0,1,0,0,0,0
52009,ENSG00000236542,0,0,7,0,4,0
52010,ENSG00000130684,8,128,172,177,168,118
52011,ENSG00000230772,0,7,9,4,4,7
52012,ENSG00000226465,0,0,4,2,0,0
52013,ENSG000001751701,0,3,5,2,4,4
52014,ENSG00000250090,0,0,0,1,0,0
52015,ENSG00000228593,0,0,0,0,0,0
52016,ENSG00000226203,0,0,0,0,0,0
52017,ENSG00000231081,0,0,5,1,4,2
52018,ENSG00000204556,0,1,4,0,2,5
52019,ENSG00000125804,0,0,0,0,0,0
52020,ENSG00000240108,0,1,2,0,4,0
52021,ENSG00000230440,0,0,0,0,0,0
52022,ENSG00000227195,0,12,34,20,30,7
52023,ENSG00000238129,0,0,0,0,0,0
52024,ENSG00000204555,0,0,0,0,0,0
52025,ENSG00000205611,4,173,188,135,122,92
52026,ENSG00000225490,7,44,59,40,26,20
52027,ENSG00000200325,0,0,0,0,0,0
52028,ENSG00000231934,0,0,0,0,3,0
52029,ENSG000001495311,28,638,784,740,606,386
52030,ENSG00000221319,0,3,0,0,0,2
52031,ENSG00000238151,1,4,2,12,1,7
52032,ENSG00000215547,0,0,0,0,0,0
52033,ENSG00000215546,0,0,0,0,0,0
52034,ENSG00000224628,3,32,52,37,28,27
52035,ENSG00000215545,0,0,0,0,0,0
52036,ENSG00000237929,0,0,0,0,0,0
52037,ENSG00000236121,0,0,0,0,0,0
52038,ENSG00000252649,0,0,0,0,0,0
52039,ENSG00000212717,0,0,0,0,0,0
52040,ENSG00000131068,0,0,0,0,0,0
52041,ENSG00000212134,0,0,0,0,0,0
52042,ENSG00000180483,0,0,0,1,0,0
52043,ENSG00000204548,0,0,0,0,0,0
52044,ENSG00000204547,0,0,0,0,0,0
52045,ENSG00000180424,0,0,0,0,0,0
52046,ENSG00000180383,1,0,0,0,2,0
52047,ENSG00000088320,0,0,4,0,1,6
52048,ENSG00000233354,0,0,0,0,0,0
52049,ENSG000001012941,237,3027,4616,3777,3380,2178
52050,ENSG00000101898,0,1,8,14,7,10
52051,ENSG00000235313,1,23,39,35,32,16
52052,ENSG00000230613,1,37,40,28,28,26
52053,ENSG00000201770,0,6,2,3,6,5
52054,ENSG00000125968,538,6993,9955,9126,8205,5332
52055,ENSG00000264395,0,0,0,0,0,0
52056,ENSG00000131055,0,0,0,0,0,0
52057,ENSG00000171552,107,1227,1722,1770,1792,1223
52058,ENSG00000236559,1,0,2,2,6,0
52059,ENSG00000268457,0,1,0,0,6,0
52060,ENSG000000883251,808,10875,15926,13035,11613,7723
52061,ENSG00000230801,0,0,2,4,4,0
52062,ENSG00000101306,0,24,48,39,65,47
52063,ENSG00000179772,0,2,2,1,8,5
52064,ENSG000001495991,7,37,44,29,41,31
52065,ENSG000001310441,0,17,13,14,17,11
52066,ENSG00000199497,0,0,0,0,0,0
52067,ENSG00000088356,60,882,1074,1023,1058,682
52068,ENSG00000260903,4,49,97,38,38,24
52069,ENSG00000252623,0,0,0,0,0,0
52070,ENSG000001013311,25,258,419,241,274,182
52071,ENSG00000226239,4,58,75,86,47,60
52072,ENSG00000212571,0,0,0,0,0,0
52073,ENSG00000101336,6,130,121,127,132,67
52074,ENSG000001013371,249,3039,4170,3635,3146,2020
52075,ENSG00000265736,0,0,0,0,0,2
52076,ENSG00000224452,0,3,4,8,2,5
52077,ENSG00000235217,51,605,799,542,526,355
52078,ENSG00000126003,130,1480,2018,1830,1649,1052
52079,ENSG00000101346,148,1802,2841,2347,1978,1414
52080,ENSG00000221667,0,0,0,0,0,0
52081,ENSG00000101350,103,1291,1831,1623,1448,1060
52082,ENSG00000264308,0,0,0,0,0,0
52083,ENSG000001714561,110,1371,1858,1949,1668,1211
52084,ENSG00000197183,109,1672,2313,1974,1758,1239
52085,ENSG00000236772,3,12,30,19,15,15
52086,ENSG00000233293,0,0,1,1,0,0
52087,ENSG00000228156,0,2,0,2,0,0
52088,ENSG00000204393,0,0,0,2,0,0
52089,ENSG00000198547,0,1,1,2,10,2
52090,ENSG00000175730,4,58,133,93,52,54
52091,ENSG00000149600,61,1033,1557,1064,1129,746
52092,ENSG000000883051,3267,43151,60349,36544,33106,22693
52093,ENSG00000101367,326,5067,7017,6001,5478,3496
52094,ENSG00000260536,0,4,6,6,4,4
52095,ENSG00000260257,8,147,176,204,193,139
52096,ENSG00000215529,0,0,5,3,0,0
52097,ENSG00000167098,0,0,0,1,0,0
52098,ENSG00000078898,0,0,2,0,0,0
52099,ENSG00000167104,0,0,0,0,0,0
52100,ENSG00000214245,0,0,0,0,0,0
52101,ENSG00000186190,2,0,0,0,0,0
52102,ENSG00000263856,0,0,0,0,0,0
52103,ENSG00000186191,0,0,0,2,0,0
52104,ENSG00000131050,0,0,0,0,0,0
52105,ENSG00000237662,0,0,0,0,0,0
52106,ENSG00000183566,0,0,0,0,0,0
52107,ENSG00000224876,0,0,0,0,0,0
52108,ENSG00000131059,0,0,0,0,0,0
52109,ENSG00000269117,0,0,0,0,0,0
52110,ENSG00000198183,0,0,0,0,0,0
52111,ENSG00000233106,0,0,0,0,0,0
52112,ENSG00000125999,0,4,0,0,1,2
52113,ENSG00000233146,0,0,0,0,0,0
52114,ENSG00000125997,0,3,2,0,1,0
52115,ENSG000001013911,111,1256,1756,1662,1577,1053
52116,ENSG00000101400,26,370,547,520,420,266
52117,ENSG00000264923,0,0,0,0,0,0
52118,ENSG000000786991,108,1206,1755,1603,1326,920
52119,ENSG00000272521,0,0,0,0,0,0
52120,ENSG000001259671,58,657,961,704,719,416
52121,ENSG00000149609,1,27,36,22,18,10
52122,ENSG00000182584,0,24,46,65,56,27
52123,ENSG00000271803,0,2,4,1,4,4
52124,ENSG00000101412,174,2215,2946,2676,2206,1557
52125,ENSG00000101417,7,64,115,80,95,49
52126,ENSG00000229188,0,0,0,0,0,0
52127,ENSG00000131061,30,383,546,473,382,258
52128,ENSG00000230837,0,2,8,12,4,4
52129,ENSG00000230753,0,0,4,5,0,1
52130,ENSG00000101421,500,6171,8880,7575,7041,5159
52131,ENSG00000214200,0,0,0,1,0,0
52132,ENSG00000228958,0,0,0,0,0,0
52133,ENSG00000228265,0,20,19,8,23,15
52134,ENSG00000125970,756,10986,15785,11671,10499,7195
52135,ENSG00000228386,0,3,1,6,2,2
52136,ENSG00000264616,0,3,1,0,4,0
52137,ENSG00000229472,0,16,22,34,5,6
52138,ENSG00000125977,801,11190,16014,14456,12687,9337
52139,ENSG00000225246,0,3,0,1,2,0
52140,ENSG00000101440,7,24,29,44,53,20
52141,ENSG00000214185,9,131,196,157,102,89
52142,ENSG00000250917,1,12,29,2,22,5
52143,ENSG00000236456,5,53,92,85,70,69
52144,ENSG00000101444,945,12689,18011,15049,14243,9353
52145,ENSG00000272945,3,13,30,30,23,32
52146,ENSG00000234087,0,0,2,0,0,0
52147,ENSG00000078747,213,2951,4168,3444,2973,2101
52148,ENSG00000201498,0,1,0,0,0,0
52149,ENSG00000234933,0,4,1,1,1,5
52150,ENSG00000236388,0,0,0,0,0,0
52151,ENSG00000231795,0,2,6,3,3,6
52152,ENSG00000207997,0,3,3,0,2,0
52153,ENSG00000181741,0,6,7,3,1,2
52154,ENSG000001259711,286,3066,4851,4212,4039,2685
52155,ENSG00000206582,0,1,1,6,2,0
52156,ENSG00000101460,8,30,56,52,56,39
52157,ENSG00000101464,103,1205,1719,1445,1301,908
52158,ENSG00000231034,0,0,1,0,0,0
52159,ENSG00000198646,119,1573,2243,2173,1783,1340
52160,ENSG00000078804,23,347,530,396,316,250
52161,ENSG00000225336,0,0,1,0,4,0
52162,ENSG000001310671,68,1027,1353,1211,1064,750
52163,ENSG000001310691,77,925,1395,896,726,482
52164,ENSG00000100983,140,1802,2544,2365,2056,1415
52165,ENSG000000788141,3,84,124,118,96,55
52166,ENSG00000207635,0,6,2,9,2,2
52167,ENSG00000100991,380,5599,7806,5637,5284,3418
52168,ENSG00000202150,0,0,0,4,3,4
52169,ENSG00000088298,53,966,1169,1097,1034,610
52170,ENSG00000201151,0,0,2,8,1,1
52171,ENSG00000101000,20,455,550,739,654,389
52172,ENSG00000200301,0,0,0,0,0,0
52173,ENSG00000269202,0,9,12,11,8,4
52174,ENSG00000264888,0,0,1,0,3,0
52175,ENSG000001260051,56,769,1068,937,743,542
52176,ENSG00000229230,0,0,2,0,0,0
52177,ENSG00000125966,133,1897,2779,2516,2197,1508
52178,ENSG00000261582,3,6,16,22,10,11
52179,ENSG00000242372,184,2241,3137,2858,2713,1929
52180,ENSG00000235214,0,4,0,6,1,2
52181,ENSG00000125998,0,0,8,0,2,0
52182,ENSG000001010191,138,2459,3231,2899,2587,1886
52183,ENSG00000204183,0,1,0,7,6,9
52184,ENSG00000125965,0,3,7,6,7,1
52185,ENSG00000221763,0,0,2,0,2,0
52186,ENSG000001260011,350,4410,6627,6570,5450,3764
52187,ENSG00000230155,0,4,4,2,4,5
52188,ENSG00000268340,1,9,20,16,19,6
52189,ENSG00000242507,0,2,2,4,0,2
52190,ENSG00000125975,0,0,0,0,0,0
52191,ENSG000001259911,337,4380,6070,5048,4906,3096
52192,ENSG00000224497,0,0,0,0,0,0
52193,ENSG000000883401,1,127,134,136,148,96
52194,ENSG00000227401,0,0,0,0,4,1
52195,ENSG00000061656,2,80,93,83,84,55
52196,ENSG00000214078,164,2114,2754,2411,2223,1584
52197,ENSG00000272897,0,0,0,0,0,0
52198,ENSG00000222460,0,2,4,8,4,1
52199,ENSG00000252549,0,1,0,0,2,2
52200,ENSG00000244462,697,8972,13032,10410,8812,6211
52201,ENSG00000244005,74,1184,1540,1376,1347,947
52202,ENSG000001259951,155,2630,3449,2892,2779,1789
52203,ENSG000001310511,831,11778,17210,13836,12313,8329
52204,ENSG00000238549,0,3,0,0,0,0
52205,ENSG00000225357,1,16,12,5,14,5
52206,ENSG00000222152,0,0,0,0,0,0
52207,ENSG000000252931,348,5083,7099,5782,5098,3457
52208,ENSG00000234274,0,2,0,1,0,0
52209,ENSG00000199676,0,0,1,1,0,0
52210,ENSG00000219608,0,1,10,7,2,4
52211,ENSG00000201221,0,2,1,2,3,0
52212,ENSG00000207053,0,2,1,1,0,0
52213,ENSG00000171222,82,1241,1960,1397,1341,831
52214,ENSG00000149646,0,10,3,12,9,1
52215,ENSG00000260032,1262,18181,25853,18066,15926,10993
52216,ENSG00000234139,0,0,0,0,0,0
52217,ENSG00000231470,0,0,0,0,0,1
52218,ENSG00000237063,0,0,3,0,0,0
