,Geneid,X_filesTien_Cont1_S25sorted,X_filesTien_Cont2_S26sorted,X_filesTien_Cont3_S27sorted,X_filesTien_Zn1_S28sorted,X_filesTien_Zn2_S29sorted,X_filesTien_Zn3_S30sorted
24605,RP11-361F19.1,0,0,0,0,0,0
24606,FAM138C,0,0,1,2,0,0
24607,RP1-209B5.2,0,1,5,0,4,1
24608,CNN3P1,0,0,0,0,0,0
24609,SLC25A6P6,0,0,0,0,0,0
24610,RP11-249L21.2,0,0,0,0,0,0
24611,NUFIP1P,2,10,11,36,18,21
24612,ZNF579,65,960,1086,1081,1012,597
24613,SUMO2P12,0,0,0,0,0,0
24614,TUBB8P2,0,1,1,4,1,0
24615,PTMAP3,0,2,1,7,5,2
24616,NACAP7,0,0,0,0,0,0
24617,RP11-528A10.1,0,2,0,0,0,2
24618,FTH1P15,0,8,12,7,10,1
24619,RP1-137F1.3,0,0,0,0,0,0
24620,CCNG1P1,0,0,0,0,0,0
24621,RP1-99E18.2,0,6,9,9,10,10
24622,CTA-299D3.8,0,6,11,11,7,4
24623,RP3-340B19.2,6,28,62,51,62,32
24624,RPS3AP2,0,2,6,0,4,4
24625,AC005102.1,0,0,0,0,0,0
24626,IGKV1OR2-118,0,0,0,0,0,0
24627,TRIM51FP,0,0,0,0,0,0
24628,CELA3B,0,0,1,0,0,0
24629,SOD1P1,0,0,0,0,0,0
24630,NPM1P37,0,0,2,0,1,0
24631,RP3-433F14.2,0,0,0,0,0,0
24632,RP3-359N14.1,0,0,0,1,4,1
24633,RP11-323I14__A.1,0,0,0,0,0,0
24634,HNRNPA3P12,4,37,40,27,29,21
24635,RP11-203F10.6,0,19,20,34,39,6
24636,RP11-129H15.3,0,0,1,0,0,0
24637,RP11-304C16.2,0,0,0,1,0,0
24638,RPS4XP8,0,3,6,6,4,4
24639,RP11-214N16.2,0,0,0,0,0,0
24640,RP11-569A2.2,0,1,1,0,4,0
24641,AC011298.2,0,0,0,0,0,0
24642,HMGB1P20,0,0,1,0,0,0
24643,FTH1P19,0,0,0,0,0,0
24644,CACYBPP3,0,0,0,0,0,0
24645,RP1-253B10.2,0,0,0,0,0,0
24646,RNASEK,1,45,63,36,44,36
24647,RP11-181C21.4,119,1742,1657,1538,1614,1202
24648,RP11-480N24.3,0,3,1,1,1,1
24649,RP11-63K6.5,0,0,0,0,0,0
24650,AMZ2P2,0,0,0,0,0,0
24651,RPS6P7,0,0,0,1,0,0
24652,NPM1P38,1,6,11,0,8,8
24653,OR2E1P,0,0,0,0,0,0
24654,RP1-217P22.2,2,0,0,0,0,0
24655,RPS20P2,0,2,0,2,0,0
24656,VN1R8P,0,0,0,0,0,0
24657,RP11-151M7.1,0,0,0,0,0,0
24658,PIP5K1P1,0,2,2,1,2,0
24659,MRPL42P3,0,0,0,0,0,0
24660,RP11-472G23.3,0,0,0,1,0,0
24661,RP11-174C7.3,0,0,0,0,0,0
24662,RP1-273P12.1,0,0,0,0,0,0
24663,RP11-397G5.2,0,1,0,6,0,0
24664,RPL31P52,1,9,12,17,3,2
24665,RP11-250B2.2,0,0,0,2,0,0
24666,ZNF299P,0,0,0,0,0,0
24667,EEF1A1P42,0,0,2,0,0,0
24668,RP11-69L16.3,0,0,1,2,1,0
24669,RP11-491H9.3,0,0,0,1,0,2
24670,ATF1P1,0,0,0,0,0,0
24671,AC019129.1,0,0,0,0,0,0
24672,RP1-265C24.5,2,3,6,3,6,2
24673,HSPA8P15,2,11,15,9,13,10
24674,RP11-524C21.1,0,1,5,2,2,0
24675,RP11-106E7.1,0,1,0,2,0,0
24676,RP4-761J14.8,0,30,17,14,17,11
24677,MBL3P,0,0,0,0,0,0
24678,RP11-350J20.4,0,4,4,5,6,12
24679,TEX40,0,2,2,4,6,0
24680,FAM19A5,143,1739,2508,1837,1472,1040
24681,RP11-3B12.3,9,144,162,115,137,67
24682,RP11-193H22.2,0,0,2,1,0,0
24683,RPL23P8,0,60,91,91,82,38
24684,RP4-810F7.1,0,0,0,0,0,0
24685,RPSAP42,0,0,0,0,0,0
24686,RP3-337H4.6,2,46,61,46,65,32
24687,NBPF1,132,1650,2304,1896,1634,1117
24688,RP11-365H23.1,2,5,9,4,5,1
24689,TPT1P8,0,0,2,4,0,0
24690,RP11-1396O13.13,0,0,0,0,0,0
24691,RP11-15J23.1,0,0,0,0,0,0
24692,FTH1P8,0,0,1,0,4,4
24693,AP000580.1,0,2,0,0,2,0
24694,RP3-323K23.3,0,0,0,0,0,0
24695,RPA3-AS1,54,585,863,624,461,364
24696,RPL17P25,0,2,1,0,1,0
24697,RP11-374I15.1,0,1,2,0,0,3
24698,RP1-281H8.3,0,11,3,4,0,0
24699,RP11-346C16.4,0,0,0,0,1,0
24700,ZNF259P1,4,26,41,20,23,13
24701,RP1-288M22.1,0,0,0,0,0,0
24702,HNRNPA1P58,0,0,0,0,1,0
24703,NCSTNP1,0,0,0,0,0,0
24704,RP11-132M7.2,0,0,0,0,0,0
24705,PPP1R3G,2,6,48,34,26,12
24706,HIGD1AP16,0,1,10,7,2,4
24707,RP11-126M14.1,0,0,0,0,0,0
24708,RP11-291C6.1,0,0,0,0,0,0
24709,FAM228B,2,68,75,85,62,37
24710,CYCSP17,0,0,0,0,0,0
24711,BMPR1APS1,9,109,85,63,99,35
24712,GCNT1P4,0,0,0,0,0,0
24713,CTD-2006C1.2,17,363,494,403,399,262
24714,RP11-174C7.1,0,0,0,0,0,0
24715,RP1-20N4.1,0,0,0,0,0,0
24716,RP11-191A15.4,0,0,0,0,0,0
24717,RP3-425P12.4,0,69,80,61,78,50
24718,RP11-262H14.11,0,1,2,0,1,0
24719,RP11-325O24.2,1,1,3,7,3,5
24720,PTCHD3P3,0,4,8,6,0,3
24721,RP5-991C6.2,0,2,3,1,1,0
24722,RP1-92C8.2,0,0,0,0,0,0
24723,RP11-532F6.2,0,2,2,4,4,1
24724,RPL26P20,0,0,0,0,0,0
24725,RP11-560O20.1,0,0,0,0,0,0
24726,XXbac-BPG34I8.3,1,0,0,0,2,2
24727,RP1-292B18.1,0,22,12,16,18,32
24728,RP1-199J3.5,0,0,5,5,6,0
24729,RP11-793L10.1,0,0,0,0,0,0
24730,RP1-249H1.3,0,0,0,0,0,0
24731,VN1R11P,0,0,0,0,0,0
24732,RP11-506B6.3,0,21,33,24,21,16
24733,RPL21P67,0,0,0,0,0,0
24734,RP1-172I22.1,0,0,0,0,0,0
24735,OSTCP6,0,0,1,0,0,3
24736,PPIAP9,0,0,0,0,0,0
24737,ATP5F1P6,0,2,0,2,0,0
24738,ARF1P1,0,0,0,0,0,0
24739,XX-C2158C6.2,0,0,0,1,0,2
24740,RPL31P28,0,0,2,0,0,0
24741,RP11-40G16.1,0,0,0,0,0,0
24742,RP11-430A19.2,0,0,0,0,0,0
24743,GAPDHP42,0,1,2,3,2,3
24744,ZSCAN12P1,9,48,75,71,77,61
24745,RPL35P3,0,0,0,0,0,0
24746,RP11-394A14.2,0,0,0,1,0,0
24747,RP11-40C6.2,2,19,21,32,26,12
24748,GAPDHP67,0,0,0,0,0,0
24749,RPL12P8,4,21,16,13,27,11
24750,SPTLC1P3,0,0,0,0,0,0
24751,KRT18P50,0,0,0,0,0,0
24752,RP11-378G13.2,0,4,3,1,0,1
24753,BTF3P7,3,14,15,19,16,6
24754,RP11-420L9.2,0,2,2,1,3,0
24755,RP11-288G3.3,0,0,1,0,0,0
24756,LINGO3,4,55,69,66,50,16
24757,RP1-91N13.1,0,0,0,0,0,0
24758,RP11-17M16.1,5,53,46,25,43,31
24759,RPL7P27,0,0,0,0,0,0
24760,RP1-207H1.2,0,0,0,0,0,0
24761,LAP3P1,0,1,1,2,0,0
24762,RP11-307I14.2,0,2,3,2,0,2
24763,RP1-6P5.2,0,0,0,0,0,0
24764,MTCYBP4,0,0,0,0,0,0
24765,MRPL32P1,0,0,0,0,0,0
24766,RP1-72A23.3,0,1,1,3,0,0
24767,RP4-570O12.2,0,0,0,0,0,0
24768,AF238380.8,0,0,0,0,0,0
24769,RP3-354N19.1,0,0,0,0,0,0
24770,RP11-46B11.2,0,0,0,0,0,0
24771,HNRNPA1P12,5,29,36,36,27,13
24772,RP1-37N7.3,19,338,424,374,250,206
24773,RP11-486M3.2,0,0,0,0,0,0
24774,HMGB3P18,0,0,0,0,0,0
24775,ZGLP1,3,72,92,64,97,51
24776,RP1-53C18.3,0,0,0,0,0,0
24777,VAMP2,62,806,1113,1024,721,558
24778,OR4F1P,0,0,0,0,0,0
24779,RPS24P12,1,1,1,2,1,3
24780,RP11-76H14.5,0,0,0,0,0,0
24781,ZNF402P,0,4,3,2,1,0
24782,AC093802.1,0,0,0,0,1,0
24783,ACTBP8,0,0,0,1,0,0
24784,RP3-455E7.1,0,0,0,0,0,0
24785,HNRNPH1P1,2,29,31,36,24,25
24786,RPL35AP18,0,0,0,0,0,0
24787,HIST2H2BD,0,1,0,0,0,3
24788,RP11-129H15.1,0,3,14,5,7,11
24789,RP3-433F14.1,0,0,0,0,0,0
24790,RP11-440K22.1,0,0,0,0,0,0
24791,RP11-230C9.1,0,0,0,0,0,0
24792,RP3-431A14.4,0,0,0,0,0,0
24793,RP3-399J4.2,0,0,0,2,0,0
24794,RP1-152L7.3,0,0,2,0,1,0
24795,KRT8P42,0,0,1,0,1,1
24796,FCF1P5,0,0,2,1,2,1
24797,RP11-95M15.2,0,2,2,0,2,2
24798,TUBB3P1,2,7,9,9,3,6
24799,RP3-520B18.1,2,0,0,1,0,0
24800,RP1-276J11.2,0,0,0,0,0,0
24801,RP11-69L16.5,44,715,866,738,736,530
24802,SLC25A51P1,0,0,0,0,0,0
24803,YAP1P1,0,1,3,0,1,0
24804,EIF4EBP2P3,0,0,0,0,0,0
24805,RP3-415N12.1,0,4,9,9,5,5
24806,RP11-331O9.6,0,0,0,0,0,0
24807,PGAM1P10,0,0,0,0,4,0
24808,ASS1P1,2,2,9,3,2,2
24809,RP1-177A13.1,0,0,0,0,0,0
24810,RP3-492P14.2,0,0,0,0,0,0
24811,RP1-298M8.1,0,0,0,0,0,0
24812,RP5-1170D6.1,0,0,0,0,0,0
24813,VIMP1,0,0,0,0,0,0
24814,RPL5P19,0,0,0,0,0,0
24815,RP1-202I21.3,0,1,0,0,0,0
24816,HMGB1P13,0,0,0,0,0,0
24817,PKMP3,0,11,9,9,0,0
24818,HTR5A-AS1,0,0,0,0,0,0
24819,VN1R12P,0,0,0,0,0,0
24820,RPL35P2,12,90,125,93,67,70
24821,DDX18P6,0,0,0,0,0,0
24822,TUBBP9,0,0,0,0,0,0
24823,SSR1P1,0,0,0,0,0,0
24824,RP3-509I19.6,0,0,0,0,0,0
24825,RP11-480N24.4,0,1,2,0,0,0
24826,KRASP1,0,0,0,1,0,0
24827,RP3-391O22.1,0,0,0,0,2,0
24828,RP3-406A7.3,0,2,0,0,0,0
24829,RCC2P7,0,0,0,2,0,1
24830,RP11-530A18.1,2,12,21,20,14,8
24831,AC011498.1,1,5,10,12,11,8
24832,RP3-403A15.1,0,0,0,4,3,0
24833,RP1-121G13.3,0,1,3,4,3,1
24834,RP1-32I10.10,0,0,0,0,0,0
24835,OR1F12,0,0,2,0,0,4
24836,RP11-228O6.2,0,0,0,0,0,0
24837,RP11-474L11.3,0,0,0,0,0,0
24838,RP11-331O9.5,0,0,0,0,0,0
24839,RP3-510O8.3,0,0,3,0,0,0
24840,RP11-277I20.3,0,2,2,0,0,0
24841,RPL5P18,0,10,6,7,4,7
24842,RP1-101K10.4,0,0,0,0,0,0
24843,RP1-59B16.1,0,1,0,0,0,3
24844,RPL21P28,13,90,143,173,178,114
24845,VN1R10P,0,0,0,0,0,0
24846,RP3-322L4.2,0,3,12,6,1,0
24847,RP3-334F4.1,0,0,1,3,6,4
24848,MTMR9LP,46,505,716,473,492,309
24849,RPL21P119,2,90,92,99,102,71
24850,AC093642.5,3,47,67,61,65,37
24851,NDUFA5P9,0,0,0,0,0,0
24852,RP11-572P18.1,58,768,1097,934,737,616
24853,RPS18P9,1,7,27,13,12,12
24854,HSPE1P26,0,7,8,7,2,4
24855,MRPL35P1,0,0,0,0,0,0
24856,DNAJC19P6,0,4,1,4,2,0
24857,HIST1H3PS1,2,1,6,3,3,0
24858,MESTP1,0,1,0,0,0,0
24859,LL22NC03-63E9.3,0,0,0,0,0,0
24860,RP11-127B16.1,0,0,0,0,0,0
24861,RP11-235G24.2,0,0,0,0,0,1
24862,RP1-92C4.1,0,0,0,0,0,0
24863,RP3-525L6.2,0,9,7,8,7,1
24864,OSTCP4,0,0,0,0,0,0
24865,IGBP1-AS2,1,5,4,0,6,3
24866,HNRNPA1P41,3,18,26,25,24,21
24867,TRIM51GP,0,0,0,0,0,0
24868,CTC-499B15.1,0,1,0,0,0,0
24869,RP1-72A23.1,0,1,1,0,0,0
24870,AL391384.1,0,1,3,0,0,0
24871,AC009784.1,0,0,0,0,0,0
24872,AC025674.1,0,0,0,0,0,0
24873,SNORA50,0,0,0,0,0,0
24874,AC084368.1,0,0,0,0,0,0
24875,SNORD88C,0,0,0,0,0,0
24876,AC063944.1,0,0,0,0,0,0
24877,AL450423.1,0,0,0,0,0,0
24878,AL158151.1,0,0,0,0,0,0
24879,AC007611.1,0,0,0,2,0,1
24880,AC034236.1,0,0,0,0,0,0
24881,AL161651.1,0,0,0,0,0,0
24882,AC012671.1,0,0,0,0,0,0
24883,AC116165.1,0,0,0,0,0,0
24884,AC022120.1,0,0,0,0,0,0
24885,AC131254.1,0,0,0,0,0,0
24886,AL161723.1,0,0,0,0,0,0
24887,AL354984.1,0,0,0,0,0,0
24888,AC136698.1,0,0,0,0,0,0
24889,AL008708.1,0,0,0,0,0,0
24890,AC079804.1,0,0,0,0,0,0
24891,RNU6ATAC29P,0,1,0,0,0,2
24892,AC002558.1,0,0,0,0,0,0
24893,MIR1323,0,0,0,0,0,0
24894,AC136365.1,0,0,0,0,0,0
24895,AC127526.1,0,2,0,0,0,0
24896,AC107993.1,0,0,1,0,0,0
24897,AL035697.1,0,0,0,0,0,0
24898,RNU6ATAC19P,0,0,0,0,0,0
24899,MIR1250,0,1,1,0,0,1
24900,AL592063.1,0,0,0,0,0,0
24901,AC068020.1,0,23,31,35,30,5
24902,MIR1231,0,0,0,0,0,0
24903,AC016194.1,0,0,0,0,0,0
24904,AC010930.1,0,0,0,0,0,2
24905,CoTC_ribozyme,0,0,0,0,0,0
24906,AL590683.1,0,0,0,0,0,0
24907,MIR1272,0,0,3,1,0,0
24908,MIR486,0,2,2,1,2,1
24909,MIR1193,0,0,0,0,0,0
24910,AC090099.1,0,0,0,0,0,0
24911,RNU6ATAC7P,0,0,0,0,0,1
24912,MIR1286,0,1,0,3,0,0
24913,U3,0,0,0,0,0,0
24914,AP001537.1,0,0,0,0,0,0
24915,CPEB3_ribozyme,0,0,1,0,0,0
24916,U3,0,0,0,0,0,0
24917,U3,0,10,24,20,17,4
24918,RNU6ATAC38P,0,0,0,0,0,0
24919,AC079781.1,0,1,0,3,1,0
24920,AC091304.1,0,0,0,0,0,0
24921,AC118344.1,0,6,5,8,9,8
24922,MIR1266,0,0,0,0,0,0
24923,AC115286.1,0,0,4,1,1,0
24924,MIR1302-3,0,3,4,8,1,3
24925,AC090666.1,0,0,0,0,0,0
24926,RNU6ATAC6P,0,0,0,0,0,0
24927,SNORA11,0,0,0,0,0,0
24928,MIR1292,0,0,0,0,0,0
24929,MIR1296,0,1,2,3,0,2
24930,MIR1233-2,0,0,0,0,0,0
24931,SNORD111,0,3,0,2,3,1
24932,MIR1280,2,0,0,0,0,0
24933,AC000029.1,0,0,0,0,0,0
24934,AC008625.1,0,0,4,0,0,0
24935,AC124853.1,0,0,0,0,0,0
24936,AC112198.2,0,0,0,0,0,0
24937,AC078851.2,0,0,0,0,0,0
24938,AC119751.1,0,0,0,0,0,0
24939,AL117190.1,0,0,0,0,0,0
24940,AC083829.1,0,0,0,0,0,0
24941,MIR320D2,0,0,0,0,0,0
24942,AC119751.2,0,0,0,0,1,0
24943,SNORA77,0,5,0,8,0,4
24944,AP000547.1,0,0,0,0,0,0
24945,AC096664.3,0,0,0,0,0,0
24946,AC096546.1,0,0,0,0,0,0
24947,MIR1302-5,0,0,0,0,0,0
24948,SNORA3,0,0,0,0,0,0
24949,AL671972.1,0,0,0,0,0,0
24950,AC135995.1,0,0,0,0,0,0
24951,AC092757.1,0,5,8,3,1,2
24952,AL138706.1,0,1,0,1,0,1
24953,AL391417.1,0,0,0,0,0,0
24954,SNORA11B,0,0,0,0,0,0
24955,AC092865.1,4,28,11,13,5,11
24956,AL159997.1,0,0,0,0,0,0
24957,AL845259.1,0,0,0,0,0,0
24958,AL449083.1,0,0,0,0,0,0
24959,AL590726.2,0,0,0,0,0,0
24960,AP000908.1,0,0,0,0,0,0
24961,AC104133.1,0,0,0,0,0,0
24962,RNU6ATAC30P,0,0,1,0,0,0
24963,AC020910.1,0,1,0,0,0,0
24964,SNORD110,0,0,0,0,0,0
24965,AC112249.1,1,2,0,2,2,4
24966,MIR1224,0,0,0,0,0,0
24967,AC083811.1,0,0,0,0,0,0
24968,AC098869.1,0,0,2,0,0,0
24969,AC104417.1,0,0,0,0,0,0
24970,U3,0,0,0,0,0,0
24971,AC092265.1,0,0,0,0,0,0
24972,AC007450.1,0,0,0,0,0,0
24973,AP001482.1,0,0,0,0,0,0
24974,AC008410.1,0,0,0,0,0,0
24975,AL035422.1,0,0,0,0,0,0
24976,AC007339.1,0,0,1,0,0,0
24977,AC021078.1,0,0,0,0,0,0
24978,AC131094.1,0,0,0,0,0,0
24979,AC013751.1,0,0,0,0,0,0
24980,SNORD23,0,0,0,0,0,0
24981,AC126323.1,0,0,0,0,0,0
24982,AC104405.1,0,0,0,0,0,0
24983,AL136987.1,0,0,0,0,0,0
24984,MIR1270-2,0,0,0,0,0,0
24985,SNORA3,0,0,0,0,0,0
24986,AC007551.1,0,0,0,0,0,0
24987,AC009196.1,0,0,1,0,0,0
24988,AL356741.1,0,0,0,1,0,0
24989,MIR1281,0,0,0,0,0,0
24990,AL138963.1,0,0,0,0,0,0
24991,SNORA11,1,16,20,33,11,13
24992,AL359983.1,0,0,0,0,0,0
24993,AC008397.1,0,0,0,1,0,0
24994,AC013444.2,0,0,0,0,0,0
24995,MIR1304,0,0,0,0,0,0
24996,AC091096.1,0,0,0,0,0,0
24997,AL161908.1,0,0,0,0,0,0
24998,AL050327.1,0,1,3,0,0,0
24999,AL391538.1,0,0,0,0,0,0
25000,MIR1207,0,1,0,3,0,0
25001,AC126339.1,0,0,0,0,0,0
25002,AC008045.1,0,0,0,0,0,0
25003,AC016670.1,0,1,0,0,0,0
25004,AB019440.1,0,0,0,0,0,0
25005,AC078899.5,0,0,0,0,0,0
25006,SNORD98,0,0,0,0,0,0
25007,AC093897.1,0,0,0,4,0,0
25008,MIR1254-1,3,25,40,26,27,16
25009,AC103816.1,0,0,0,0,0,0
25010,AC114798.1,0,0,0,0,0,0
25011,MIR548M,0,0,0,0,0,0
25012,AC108211.1,0,0,0,0,0,0
25013,MIR1184-3,0,0,0,0,0,0
25014,AL662890.1,0,0,0,0,0,0
25015,AC004745.1,0,0,0,0,0,0
25016,AC008780.1,0,0,0,0,0,0
25017,AL138696.1,0,0,0,0,0,0
25018,AC114765.3,0,0,0,0,0,0
25019,MIR1253,0,0,0,0,0,0
25020,AL031655.1,0,0,2,0,0,0
25021,AC012050.1,0,0,0,0,0,0
25022,MIR1262,0,0,0,0,0,2
25023,AC106795.1,0,0,0,0,0,0
25024,RNU6ATAC15P,0,0,0,0,0,0
25025,AP001137.1,0,0,0,0,0,0
25026,AC078794.1,0,2,12,2,5,7
25027,MIR548E,0,0,0,0,0,0
25028,RNU6ATAC27P,1,12,11,10,10,12
25029,AL359851.1,0,0,0,0,0,0
25030,AC009997.1,0,0,0,0,0,0
25031,AC110298.1,0,0,0,0,0,0
25032,AL035045.1,0,0,0,0,0,0
25033,AL139815.1,0,0,0,0,0,0
25034,AL139139.1,0,0,0,0,0,0
25035,AL138837.1,0,0,0,0,0,0
25036,AC092724.1,0,0,0,0,0,0
25037,MIR1305,0,0,0,0,0,0
25038,MIR548L,1,4,2,0,2,0
25039,AC012047.1,0,0,0,0,0,0
25040,AC007842.1,0,0,0,0,0,0
25041,AC009495.1,0,0,0,0,0,0
25042,AC110813.1,0,0,0,0,0,0
25043,AL137190.1,0,0,0,0,0,0
25044,AC106736.1,0,0,0,0,0,0
25045,MIR1285-2,0,0,0,0,1,0
25046,MIR1258,0,0,0,0,0,0
25047,SNORD88A,0,3,4,4,6,4
25048,AC116351.2,0,0,0,0,0,0
25049,SNORA11,0,0,0,0,0,0
25050,AC144522.1,1,6,0,1,2,4
25051,AC136704.1,0,0,1,2,0,0
25052,AC004980.1,0,0,0,0,0,0
25053,AC120045.1,0,0,0,0,1,0
25054,MIR1263,0,0,0,0,0,0
25055,U3,0,0,5,7,2,2
25056,AL163952.2,0,0,0,0,0,0
25057,RNU6ATAC37P,0,0,0,0,0,0
25058,AC012175.1,0,2,0,0,1,0
25059,AC011465.1,0,0,0,0,0,0
25060,AC002978.1,0,0,0,0,0,2
25061,AC083810.1,0,0,0,0,0,0
25062,MIR1208,0,0,0,0,0,0
25063,AC005159.1,0,2,1,0,0,1
25064,MIR548P,0,0,0,0,0,1
25065,MIR1284,0,0,4,0,3,2
25066,MIR1255A,0,0,0,2,0,1
25067,AC044860.1,0,0,0,0,0,0
25068,MIR1236,0,0,0,0,0,0
25069,MIR1302-8,0,0,2,1,1,2
25070,AC130888.1,0,0,0,0,0,0
25071,AC067742.1,0,0,0,0,0,0
25072,MIR1237,0,0,0,0,0,0
25073,MIR548I2,0,6,9,8,2,4
25074,AC003658.1,0,0,0,0,0,0
25075,AC005161.1,0,0,0,0,0,0
25076,AC026366.1,0,2,1,0,0,0
25077,AC002485.1,0,0,0,0,0,0
25078,AC092289.1,0,0,0,0,0,0
25079,MIR1289-2,0,0,0,0,0,0
25080,MIR663B,0,0,0,0,2,0
25081,AC013406.1,0,0,0,0,0,0
25082,MIR1182,0,0,0,0,0,0
25083,AC090660.1,0,0,0,0,0,0
25084,AC009987.1,0,0,0,0,0,0
25085,AL021394.1,0,0,0,0,0,0
25086,AC134698.1,0,0,0,0,0,0
25087,MIR548T,0,0,0,0,0,0
25088,AL590708.1,0,0,0,0,0,0
25089,Z83826.1,0,5,9,3,10,5
25090,SNORD75,0,1,0,1,0,0
25091,AC116562.1,1,0,5,2,2,6
25092,AC018628.1,0,0,0,0,1,0
25093,SNORA79,0,0,2,1,3,1
25094,AC068706.1,0,0,0,0,0,0
25095,MIR548I3,0,0,0,0,0,0
25096,AC092745.1,0,15,10,7,7,5
25097,AC091167.1,0,0,2,0,0,0
25098,AC008967.1,0,0,0,0,0,0
25099,AL109922.1,0,0,0,0,0,0
25100,AC010207.1,0,0,0,0,0,0
25101,AC093700.1,0,0,0,0,0,0
25102,AL445204.1,0,0,0,0,0,0
25103,AL513487.1,0,0,0,0,0,0
25104,AC135983.1,0,0,0,0,0,0
25105,AL441988.1,0,3,0,0,0,2
25106,AC023385.1,0,0,0,0,0,0
25107,AC016764.1,0,0,0,0,0,0
25108,AC116533.1,0,3,1,2,2,0
25109,MIR1178,0,0,0,0,0,0
25110,AL590787.1,0,0,0,0,0,0
25111,MIR1200,0,0,0,0,0,0
25112,AL121652.1,0,0,0,2,0,0
25113,AL117333.1,0,0,0,0,0,0
25114,AC009159.1,0,0,0,0,0,0
25115,MIR548Q,0,0,0,1,0,0
25116,U3,0,0,0,0,0,0
25117,MIR548K,0,0,0,0,0,0
25118,AC119751.3,0,0,0,0,0,0
25119,AP000745.1,0,0,0,0,0,0
25120,AL356137.1,0,0,0,0,0,0
25121,AC099537.1,0,0,0,0,0,0
25122,AC108456.1,1,2,1,6,0,3
25123,RNU6ATAC18P,2,1,0,5,4,2
25124,AC010422.1,0,0,0,0,0,0
25125,AC068946.1,0,0,0,0,0,0
25126,U3,0,0,0,0,0,0
25127,AL356458.1,0,0,0,0,0,0
25128,AC096649.4,0,0,0,0,0,0
25129,MIR548F5,0,0,0,0,0,0
25130,AC068570.1,0,0,0,0,0,0
25131,AL356214.1,0,0,0,0,0,0
25132,AC131280.1,0,0,0,0,0,0
25133,MIR1288,0,1,0,0,0,0
25134,AC004492.1,0,0,0,1,0,4
25135,AC104387.1,0,0,0,0,0,0
25136,AC026150.1,0,0,0,0,0,0
25137,AL355512.1,0,0,0,0,0,0
25138,AC106860.1,0,0,0,0,0,0
25139,RNU6ATAC20P,0,0,0,0,0,0
25140,MIR1228,0,0,0,0,0,0
25141,MIR1306,0,0,0,0,0,0
25142,MIR548G,0,0,0,0,0,0
25143,MIR1265,0,0,0,0,0,0
25144,AC010739.1,0,0,0,0,0,0
25145,AC010297.1,0,0,0,0,0,0
25146,AC007242.1,0,0,0,0,0,0
25147,RNU6ATAC23P,0,0,0,0,0,0
25148,SNORA77,0,0,0,0,0,0
25149,AC073255.1,0,0,0,0,0,0
25150,AL096864.1,0,0,0,0,0,0
25151,AC004460.1,0,0,0,0,0,0
25152,AC108696.1,0,0,0,0,0,0
25153,SNORD88B,0,0,0,0,0,0
25154,AC096971.1,0,0,0,0,0,0
25155,AC016907.1,0,0,0,0,0,0
25156,AC023798.1,0,0,0,0,0,0
25157,AL354984.2,0,0,0,0,0,0
25158,AC002979.1,0,0,1,2,0,2
25159,RNU6ATAC8P,0,3,0,0,0,0
25160,AC093865.1,0,0,0,0,0,0
25161,AC010754.1,0,0,0,0,0,0
25162,MIR1295A,0,0,1,2,1,0
25163,AC013489.1,0,1,2,0,0,0
25164,Z73964.1,0,0,0,0,0,0
25165,MIR1302-6,0,0,0,0,0,0
25166,MIR1229,0,0,0,0,0,0
25167,AC099506.1,0,0,0,0,0,0
25168,AF064863.1,0,0,0,0,0,0
25169,SNORA11,0,0,0,0,0,0
25170,U3,0,0,0,0,0,1
25171,AC025594.1,0,0,2,2,2,2
25172,AL353664.1,0,0,0,0,0,0
25173,AC096633.1,0,1,0,0,0,0
25174,AC123768.2,0,0,0,0,0,0
25175,MIR320B2,2,29,35,35,26,24
25176,U85056.4,0,0,0,0,0,0
25177,AC068506.1,0,0,0,0,0,0
25178,MIR1238,0,0,0,0,0,0
25179,MIR1227,0,0,1,0,0,0
25180,AC124861.2,0,0,0,0,0,0
25181,AC023593.1,0,1,1,0,0,0
25182,AC118282.1,0,0,0,0,0,0
25183,AL133232.1,0,0,0,0,0,0
25184,MIR1257,0,0,0,0,0,0
25185,AC003968.1,0,0,3,0,0,0
25186,MIR1287,0,0,0,0,0,0
25187,SNORA81,0,0,0,0,0,0
25188,MIR1283-1,0,0,0,0,0,0
25189,AL031602.1,0,0,0,1,0,0
25190,AC090954.1,0,0,0,0,0,0
25191,AL157904.1,0,0,0,0,0,0
25192,AL121819.1,0,0,0,0,0,0
25193,AC006150.2,0,0,0,0,0,0
25194,AC018635.1,0,0,0,0,0,0
25195,MIR1294,0,0,0,0,0,0
25196,AC092925.1,0,0,0,0,0,0
25197,AC079834.2,0,0,0,0,0,0
25198,AL132671.1,0,0,0,0,0,0
25199,MIR548F3,0,0,0,0,0,0
25200,AC068058.1,0,0,0,0,0,0
25201,AC114877.1,0,0,0,0,0,0
25202,RNU4ATAC16P,1,1,2,9,10,9
25203,RNU6ATAC31P,0,0,0,0,0,0
25204,MIR548F4,0,0,0,0,0,0
25205,AC017083.3,0,0,2,0,0,0
25206,AC139426.1,0,0,0,0,0,0
25207,MIR1301,0,1,1,1,1,1
25208,AC099805.1,0,0,0,0,0,0
25209,AL591415.1,0,0,0,0,0,0
25210,AL118509.1,0,0,0,0,0,0
25211,AL109618.1,0,0,0,0,0,0
25212,AL589675.1,0,0,0,0,0,0
25213,AL354984.3,0,0,0,0,0,0
